year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major,sex,race,residence_type,family_living_location_when_sixteen,family_income_when_sixteen,born_in_US,number_grandparents_born_outside_US,total_family_income,region_of_interview,party_id,remember_voting_in_2016,Hillary_or_Trump,if_you__would_have_ voted_who_for,political_views,money_space_exploration_program,money_improve_protect_environment,money_improve_protect_health,money_helping_bigcities,money_decrease_crime,money_addressing_drug_addiction,money_improving_education,money_improving_conditions_blacks,money_national_defense,money_on_foreign_aid,money_on_welfare,should_gov_reduce_income_inequality,permit_to_buy_gun,should be legal_marijuana,attend_religious_services,happiness,personal_health,sex_education_public_schools,premarital_sex,sometimes_hard_spanking_child_necessary,gun_in_home,read_newspaper
2022,3495,full time,40,someone else,widowed,2,4,57,17,12,high school,NA,FEMALE,WHITE,small city or town,south atlantic,average,yes,0,$50k to $60k,south atlantic,Republican,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,oppose,should not be legal,several times a year,pretty happy,excellent,NA,NA,NA,yes,NA
2022,3496,in school,NA,someone else,widowed,13,1,81,26,12,high school,NA,FEMALE,WHITE,farm,south atlantic,NA,yes,0,NA,south atlantic,Republican,voted,Trump,NA,extremely conservative,about right,NA,too little,NA,too little,too little,too little,too much,too little,too much,too much,7,oppose,should not be legal,nearly every week,very happy,good,NA,NA,NA,refused,NA
2022,3497,full time,40,someone else,married,3,2,25,23,12,high school,NA,FEMALE,WHITE,open country but not a farm,south atlantic,below average,yes,0,$50k to $60k,south atlantic,Republican,did not vote,NA,Trump,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,about once or twice a year,very happy,good,in favor,wrong only sometimes,disagree,yes,never
2022,3498,full time,56,someone else,married,6,3,42,26,12,high school,NA,MALE,WHITE,open country but not a farm,south atlantic,average,yes,0,$90k to $110k,south atlantic,Other,did not vote,NA,Trump,liberal,too much,about right,about right,too much,about right,too little,too little,NA,too much,too much,too little,NA,oppose,NA,never,pretty happy,good,in favor,not wrong at all,disagree,refused,never
2022,3499,full time,40,someone else,married,1,0,29,NA,14,associate,general studies,MALE,WHITE,small city or town,south atlantic,average,yes,0,$130k to $150k,south atlantic,Independent/Democrat,voted,Other,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,never,very happy,excellent,in favor,not wrong at all,agree,yes,never
2022,3500,in school,NA,someone else,married,2,2,66,21,12,high school,NA,MALE,WHITE,small city or town,south atlantic,below average,yes,0,$60k to $75k,south atlantic,Democrat,voted,Clinton,NA,extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,favor,NA,every week,very happy,good,NA,NA,NA,yes,NA
2022,3501,in school,NA,someone else,widowed,3,4,64,18,12,high school,NA,FEMALE,WHITE,small city or town,south atlantic,below average,yes,0,$8k to $10k,south atlantic,Independent,did not vote,NA,Don't know/can't remember,slightly conservative,about right,NA,too little,NA,too little,too little,too little,NA,too little,NA,too little,1,NA,should not be legal,every week,not too happy,poor,in favor,wrong only sometimes,strongly agree,NA,never
2022,3502,in school,NA,someone else,widowed,7,3,62,19,11,less than high school,NA,FEMALE,NA,small city or town,south atlantic,far below average,yes,0,$1k to $3k,south atlantic,Independent,did not vote,NA,Trump,slightly liberal,about right,about right,about right,too little,too little,too little,about right,about right,too little,about right,too little,7,favor,should be legal,2-3 times a month,pretty happy,fair,NA,NA,NA,no,NA
2022,3503,keeping house,NA,someone else,divorced,2,3,31,19,12,high school,NA,MALE,WHITE,farm,south atlantic,below average,yes,0,$30k-$35k,south atlantic,Independent,did not vote,NA,Don't know/can't remember,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,oppose,should be legal,never,pretty happy,good,NA,NA,NA,no,NA
2022,3504,in school,NA,someone else,married,2,5,65,21,14,associate,other vocational,FEMALE,WHITE,open country but not a farm,south atlantic,average,yes,1,$3k to $4k,south atlantic,Republican,voted,NA,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,nearly every week,not too happy,good,in favor,always wrong,disagree,NA,once a week
2022,3505,in school,NA,someone else,married,2,2,78,24,18,graduate,education,FEMALE,WHITE,small city or town,south atlantic,average,yes,0,$90k to $110k,south atlantic,Democrat,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,every week,very happy,good,in favor,not wrong at all,disagree,yes,less than once a week
2022,3506,full time,40,someone else,never married,1,0,54,NA,16,bachelors,communications/speech,FEMALE,WHITE,small city or town,south atlantic,average,yes,0,$50k to $60k,south atlantic,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,good,in favor,not wrong at all,strongly disagree,no,few times a week
2022,3507,full time,40,someone else,married,2,2,53,30,16,bachelors,engineering,MALE,WHITE,small city or town,south atlantic,below average,yes,1,"$170,000 or over",south atlantic,Democrat,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,nearly every week,pretty happy,good,in favor,not wrong at all,agree,yes,once a week
2022,3508,in school,NA,someone else,married,5,2,80,27,14,high school,NA,MALE,WHITE,small city or town,south atlantic,average,yes,0,$40k to $50k,south atlantic,Democrat,voted,Clinton,NA,moderate/middle of road,about right,about right,too little,too little,too little,about right,too little,about right,about right,too much,about right,NA,favor,NA,every week,very happy,good,in favor,not wrong at all,disagree,no,every day
2022,3509,in school,NA,someone else,widowed,9,3,78,19,12,high school,NA,FEMALE,WHITE,small city or town,south atlantic,below average,yes,1,$30k-$35k,south atlantic,Democrat,voted,Clinton,NA,moderate/middle of road,too much,too little,too little,too little,too little,about right,too little,too little,too little,too much,too much,NA,favor,NA,nearly every week,pretty happy,fair,in favor,not wrong at all,strongly agree,no,less than once a week
2022,3510,in school,NA,NA,married,4,2,86,20,11,high school,NA,FEMALE,WHITE,open country but not a farm,south atlantic,average,yes,0,NA,south atlantic,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,favor,NA,nearly every week,pretty happy,fair,NA,NA,NA,no,NA
2022,3511,full time,60,self-employed,married,7,3,67,26,12,high school,NA,MALE,WHITE,open country but not a farm,south atlantic,average,yes,0,$75k to $90k,south atlantic,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,several times a week,very happy,good,oppose,always wrong,strongly agree,yes,less than once a week
2022,3512,full time,40,someone else,never married,2,0,27,NA,18,graduate,biology,MALE,WHITE,open country but not a farm,south atlantic,below average,yes,0,$40k to $50k,south atlantic,Independent,did not vote,NA,Other,slightly conservative,about right,too little,too little,too little,about right,too little,too little,about right,NA,NA,about right,NA,favor,NA,several times a week,very happy,good,in favor,always wrong,strongly agree,no,never
2022,3513,full time,40,someone else,never married,1,0,51,NA,20,graduate,education,MALE,WHITE,small city or town,middle atlantic,average,yes,0,$90k to $110k,south atlantic,Republican,voted,Trump,NA,slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,oppose,NA,several times a year,pretty happy,good,NA,NA,NA,yes,NA
2022,3514,in school,NA,someone else,married,10,2,77,23,13,high school,NA,MALE,WHITE,small city or town,south atlantic,average,yes,0,NA,south atlantic,Democrat,voted,Didn't vote,Other,slightly liberal,about right,too little,too little,too little,too little,too little,too little,about right,about right,too much,too much,1,oppose,should not be legal,about once a month,very happy,good,NA,NA,NA,yes,NA
2022,3515,part time,30,someone else,married,14,2,67,24,12,high school,NA,FEMALE,WHITE,open country but not a farm,south atlantic,far below average,yes,0,$40k to $50k,south atlantic,Independent/Republican,voted,Trump,NA,extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,oppose,should be legal,several times a year,pretty happy,good,NA,NA,NA,yes,NA
2022,3516,full time,50,someone else,married,8,0,38,NA,20,graduate,nursing,FEMALE,WHITE,small city or town,new england,below average,yes,0,$110k to $130k,new england,Independent/Democrat,did not vote,NA,Other,moderate/middle of road,too little,too little,too little,too little,about right,about right,about right,about right,too much,too much,too much,4,favor,should not be legal,about once a month,pretty happy,good,NA,NA,NA,yes,NA
2022,3517,full time,60,someone else,never married,2,0,25,NA,14,associate,engineering,MALE,WHITE,open country but not a farm,new england,below average,yes,0,$60k to $75k,new england,Other,did not vote,NA,Trump,slightly conservative,about right,about right,too much,too much,too little,too little,too little,about right,too much,too much,too much,6,oppose,NA,about once or twice a year,very happy,excellent,NA,NA,NA,no,NA
2022,3518,in school,NA,self-employed,married,0,0,NA,NA,16,bachelors,business administration,MALE,WHITE,open country but not a farm,south atlantic,below average,yes,1,$60k to $75k,new england,Other,voted,Other,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,should be legal,never,pretty happy,good,in favor,not wrong at all,strongly disagree,NA,never
2022,3519,in school,NA,someone else,divorced,3,2,74,20,14,high school,NA,FEMALE,WHITE,small city or town,new england,average,yes,0,$22.5k to $25k,new england,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,favor,NA,several times a year,not too happy,good,NA,NA,NA,no,NA
2022,3520,in school,NA,someone else,never married,1,0,85,NA,17,bachelors,art,FEMALE,WHITE,large city (over 250k),east north central,below average,yes,2,$15k to $17.5k,new england,Other,voted,Clinton,NA,extremely liberal,too much,too little,too little,too little,too little,too little,too little,too little,too much,too little,too little,1,NA,NA,never,not too happy,good,in favor,not wrong at all,NA,NA,less than once a week
2022,3521,full time,40,someone else,married,2,2,58,28,12,high school,NA,MALE,WHITE,small city or town,new england,far below average,yes,2,$60k to $75k,new england,Independent/Democrat,did not vote,NA,Other,moderate/middle of road,about right,too little,too little,about right,too little,too little,about right,too little,too much,too much,too much,NA,favor,NA,several times a year,very happy,good,in favor,wrong only sometimes,disagree,yes,never
2022,3522,full time,45,someone else,married,2,1,30,30,16,bachelors,business administration,MALE,WHITE,medium-sized city (50-250k),east north central,above average,yes,0,$90k to $110k,new england,Independent/Democrat,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,about once a month,pretty happy,good,in favor,not wrong at all,disagree,no,every day
2022,3523,part time,15,someone else,married,4,2,74,18,12,high school,NA,FEMALE,WHITE,small city or town,new england,average,yes,3,$25k to $30k,new england,Republican,voted,Trump,NA,slightly conservative,about right,about right,too much,too much,about right,too much,too much,about right,too little,too much,too much,4,NA,should not be legal,several times a year,pretty happy,good,in favor,not wrong at all,strongly agree,NA,every day
2022,3524,full time,40,someone else,never married,0,0,29,NA,12,high school,NA,MALE,WHITE,small city or town,new england,average,yes,0,$20k to $22.5k,new england,Republican,did not vote,NA,Trump,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,should be legal,about once or twice a year,pretty happy,good,in favor,not wrong at all,strongly agree,NA,never
2022,3525,full time,40,someone else,married,0,0,29,NA,12,high school,NA,FEMALE,WHITE,small city or town,new england,average,yes,0,$75k to $90k,new england,Independent,did not vote,NA,Other,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,not too happy,fair,in favor,not wrong at all,disagree,no,never
2022,3526,in school,NA,someone else,married,3,3,78,19,11,less than high school,NA,FEMALE,WHITE,small city or town,south atlantic,below average,yes,0,$50k to $60k,new england,Independent,NA,NA,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2-3 times a month,pretty happy,fair,in favor,always wrong,agree,NA,less than once a week
2022,3527,other,NA,someone else,widowed,2,2,63,22,14,high school,NA,FEMALE,WHITE,open country but not a farm,pacific,average,yes,0,$35k to $40k,new england,Democrat,voted,NA,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,good,in favor,not wrong at all,disagree,no,once a week
2022,3528,part time,16,someone else,married,0,3,71,17,11,high school,NA,FEMALE,WHITE,small city or town,new england,below average,yes,NA,$40k to $50k,new england,Republican,voted,Trump,NA,conservative,NA,too much,too much,NA,too little,too much,too much,NA,too little,too much,too much,7,NA,should not be legal,every week,pretty happy,fair,in favor,always wrong,strongly agree,NA,once a week
2022,3529,in school,NA,someone else,divorced,3,1,72,32,15,high school,NA,MALE,WHITE,small city or town,new england,average,yes,1,$12.5k to $15k,new england,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,should not be legal,about once or twice a year,not too happy,fair,oppose,almost always wrong,strongly agree,NA,every day
2022,3530,full time,42,someone else,divorced,3,2,60,26,12,high school,NA,FEMALE,WHITE,small city or town,new england,average,yes,0,$60k to $75k,new england,Republican,voted,Trump,NA,conservative,too much,too much,too much,too much,too little,too little,too little,too much,too little,too much,too much,3,NA,should be legal,about once or twice a year,not too happy,good,in favor,not wrong at all,strongly agree,NA,never
2022,3531,full time,36,someone else,never married,2,0,64,NA,16,bachelors,chemistry,FEMALE,WHITE,open country but not a farm,new england,below average,yes,0,"$170,000 or over",new england,Republican,voted,Trump,NA,conservative,about right,too much,too much,too much,too little,too little,too much,too much,too little,too much,too much,7,NA,NA,every week,very happy,excellent,oppose,always wrong,disagree,NA,few times a week
2022,3532,full time,49,someone else,never married,3,0,61,NA,16,bachelors,social sciences,MALE,WHITE,open country but not a farm,new england,average,yes,1,$50k to $60k,new england,Republican,voted,Trump,NA,slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,favor,should not be legal,less than once a year,not too happy,good,NA,NA,NA,no,NA
2022,3533,full time,40,someone else,never married,2,1,66,40,17,graduate,english,FEMALE,WHITE,suburb near large city,middle atlantic,far above average,yes,2,$75k to $90k,new england,Democrat,voted,Clinton,NA,liberal,about right,too little,too little,NA,about right,NA,too little,too little,too much,NA,too little,1,favor,NA,about once or twice a year,not too happy,good,NA,NA,NA,yes,NA
2022,3534,full time,48,someone else,divorced,1,2,49,30,16,bachelors,english,MALE,WHITE,small city or town,new england,average,yes,0,$40k to $50k,new england,Democrat,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,about once or twice a year,pretty happy,good,in favor,wrong only sometimes,disagree,yes,never
2022,3535,full time,78,someone else,married,3,0,50,NA,12,high school,NA,MALE,WHITE,small city or town,new england,below average,yes,1,$35k to $40k,new england,Independent,did not vote,NA,Trump,slightly liberal,too little,too little,too little,too little,too little,too much,too little,too little,too little,too much,too much,NA,favor,NA,about once or twice a year,pretty happy,poor,oppose,not wrong at all,agree,yes,never
2022,3536,in school,NA,someone else,married,4,0,69,NA,14,high school,NA,MALE,WHITE,small city or town,middle atlantic,average,yes,0,$90k to $110k,new england,Democrat,voted,Clinton,NA,slightly liberal,too much,about right,too little,too little,too little,too little,too little,too little,about right,about right,too little,NA,favor,NA,less than once a year,pretty happy,good,in favor,wrong only sometimes,agree,no,less than once a week
