year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major1,sex,race,residence_type_at16,residence_region_at16,reside_same_state_as16,living_with_parents_at16,family_income_at16,born_in_usa,number_grandparents_born_in_usa,number_in_household,number_in_household_under_six,number_in_household_6to12,number_in_household_13to17,adults,number_in_household_earning_money,total_family_income,region_of_interview,remember_voting_in_2016,Hillary_or_Trump,polviews,spending_on_space_exploration_program,spending_on_environmental_protection,spending_on_national_health,spending_on_bigcity_problems,spending_on_crime,spending_on_drug_addiction,spending_on_education,spending_on_childcare_assistance,spending_on_scientific_research,tax_amount,require_a_permit_before_gun_purchases,should_marijuana_be_legal,religious_preference,happiness,health,how_many_weeks_worked_last_year,ideal_number_children_in_family,sex_ed_in_public_schools,premarital_sex,teen_sex,sometimes_hard_spanking_child_necessary,gun_in_house,adult_hunter_in_household,how_often_read_newspaper,average_day_hours_tv,remember_voting_in_2020,Biden_or_Trump,lonely_without_internet,often_reads_political_opinions_they_disagree_with,often_accesses_nonroutine_political_news_sources,often_tries_to_confirm_info_with_other_sources,how_much_trust_people_met_online_only
2024,2884,working full time,40,someone else,never married,1,4,38,18,11th grade,less than high school,iap,male,white,"in a medium-size city (50,000-250,000)",west,"same state, different city",father and stepparent,below average,yes,one,5,0,2 or more,1,2,2,"$25,000 or more",west,did not vote,iap,slightly conservative,about right,too little,too little,don't know,about right,about right,too little,too little,about right,iap,iap,should be legal,catholic,pretty happy,fair,52,2,favor,not wrong at all,wrong only sometimes,agree,iap,iap,never,2,did not vote,iap,disagree,often,sometimes,sometimes,no trust at all
2024,2885,"unemployed, laid off, looking for work",iap,self-employed,never married,4,0,19,iap,3 years of college,associate/junior college,interdisciplinary and multi-disciplinary studies (general),male,white,"in a small city or town (under 50,000)",west,different state,both own parents,above average,yes,none,1,0,0,0,1 adult in household,0,"$25,000 or more",west,ineligible,iap,slightly conservative,about right,too little,too little,about right,about right,too little,too little,too little,about right,about right,favor,iap,protestant,very happy,excellent,52,3,favor,always wrong,always wrong,strongly agree,no,"yes, respondent does",never,0 hours,ineligible,iap,iap,iap,iap,iap,iap
2024,2886,working full time,40,someone else,divorced,1,2,48,17 and younger,6 years of college,graduate,business,female,white,"in a small city or town (under 50,000)",midwest,different state,mother only,below average,yes,none,2,0,0,0,2,2,"$25,000 or more",west,skipped on web,skipped on web,"moderate, middle of the road",about right,about right,skipped on web,about right,too little,too little,too little,too little,about right,iap,iap,iap,protestant,pretty happy,good,52,as many as you want,favor,not wrong at all,not wrong at all,agree,iap,iap,less than once a week,20,skipped on web,skipped on web,disagree,sometimes,can't choose,can't choose,don't know
2024,2887,working full time,40,self-employed,divorced,2,2,no answer,22,3 years of college,high school,iap,male,white,farm,west,different state,both own parents,average,yes,none,2,0,0,0,2,1,iap,west,voted,trump,slightly conservative,too little,too much,too much,too much,too much,too much,too much,too much,about right,about right,oppose,iap,none,very happy,good,50,2,favor,not wrong at all,not wrong at all,agree,skipped on web,"yes, respondent does",never,1,voted,trump,disagree,often,sometimes,rarely,5
2024,2888,working full time,25,someone else,never married,6 or more,1,no answer,24,6th grade,less than high school,iap,male,other,"in a medium-size city (50,000-250,000)",foreign,different state,both own parents,far below average,no,four,1,0,0,0,1 adult in household,1,refused,west,voted,no answer,"moderate, middle of the road",too little,too little,too little,too little,too little,too little,too little,too little,too little,too high,favor,should be legal,don't know,not too happy,excellent,32,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,no answer,no answer,iap,iap,iap,iap,iap
2024,2889,other,iap,someone else,divorced,2,1,68,19,7th grade,less than high school,iap,male,white,"in a large city (over 250,000)",midwest,different state,other,average,yes,four,iap,iap,iap,iap,1 adult in household,1,"$10,000 to $14,999",west,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,don't know,don't know,too high,favor,should be legal,protestant,very happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2890,working full time,iap,someone else,never married,3,0,44,iap,6 years of college,high school,iap,male,white,in a suburb near a large city,west,different state,father only,below average,yes,none,iap,iap,iap,iap,1 adult in household,1,"under $1,000",west,did not vote,iap,don't know,iap,iap,iap,iap,iap,iap,iap,too much,too much,iap,iap,should be legal,other,not too happy,good,none or zero,2,oppose,not wrong at all,not wrong at all,agree,iap,iap,never,0 hours,voted,other candidate,iap,iap,iap,iap,iap
2024,2891,working part time,20,someone else,divorced,6 or more,4,55,18,2 years of college,associate/junior college,psychology,female,white,"in a small city or town (under 50,000)",west,"same state, same city",mother and stepparent,below average,yes,two,iap,iap,iap,iap,1 adult in household,1,"$20,000 to $24,999",west,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,none,pretty happy,fair,52,2,favor,not wrong at all,not wrong at all,strongly disagree,no,"no, neither r nor spouse hunts",less than once a week,3,voted,biden,strongly agree,rarely,sometimes,very often,no trust at all
2024,2892,working full time,36,someone else,never married,5,0,54,iap,5 years of college,bachelor's,biology and life sciences,female,white,in a suburb near a large city,west,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",west,voted,trump,slightly conservative,about right,too little,too little,too little,too little,too little,too little,too little,too little,iap,iap,iap,protestant,pretty happy,fair,46,as many as you want,oppose,not wrong at all,always wrong,strongly agree,iap,iap,never,6,voted,trump,disagree,rarely,often,often,4
2024,2893,working full time,40,someone else,married,6 or more,2,52,17 and younger,6th grade,less than high school,iap,female,white,"in a large city (over 250,000)",west,different state,some other male relative (no female head),below average,no,four,iap,iap,iap,iap,3,3 or more,iap,west,did not vote,iap,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,iap,catholic,pretty happy,good,skipped on web,2,favor,not wrong at all,wrong only sometimes,strongly disagree,iap,iap,never,2,did not vote,iap,iap,iap,iap,iap,iap
2024,2894,working full time,40,someone else,married,3,1,61,19,12th grade,high school,iap,female,other,"in a large city (over 250,000)",foreign,different state,mother only,average,no,four,2,0,0,0,2,2,"$25,000 or more",west,voted,trump,conservative,too little,too much,too little,too little,too little,too little,too little,too much,too little,iap,iap,iap,catholic,very happy,good,52,2,favor,not wrong at all,wrong only sometimes,agree,iap,iap,never,2,voted,trump,strongly disagree,often,sometimes,sometimes,5
2024,2895,retired,iap,someone else,widowed,3,0,61,iap,1 year of college,high school,iap,female,white,"in a medium-size city (50,000-250,000)",northeast,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",west,voted,clinton,"moderate, middle of the road",about right,about right,too little,too little,too little,too little,too little,too little,about right,too high,favor,iap,none,pretty happy,good,none or zero,as many as you want,favor,not wrong at all,almost always wrong,disagree,no,"no, neither r nor spouse hunts",less than once a week,2,voted,didn't vote for president,strongly disagree,sometimes,sometimes,often,don't know
2024,2896,working full time,40,self-employed,married,1,2,57,30,2 years of college,high school,iap,male,white,"in a small city or town (under 50,000)",west,different state,father only,average,yes,iap,iap,iap,iap,iap,2,2,"$25,000 or more",west,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,oppose,iap,christian,pretty happy,good,50,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2897,retired,iap,someone else,divorced,1,2,60,26,4 years of college,bachelor's,communications,female,white,"in a medium-size city (50,000-250,000)",west,"same state, different city",both own parents,above average,yes,two,1,0,0,0,1 adult in household,0,"$25,000 or more",west,voted,clinton,liberal,too much,too little,too little,too little,about right,about right,too little,about right,too little,about right,favor,iap,none,pretty happy,excellent,49,as many as you want,favor,not wrong at all,not wrong at all,strongly disagree,yes,"no, neither r nor spouse hunts",less than once a week,3,voted,biden,strongly agree,sometimes,sometimes,often,5
2024,2898,retired,iap,someone else,married,6 or more,1,55,26,6 years of college,graduate,business,male,white,"in a medium-size city (50,000-250,000)",west,"same state, same city",mother only,below average,yes,none,2,0,0,0,2,2,iap,west,voted,trump,"moderate, middle of the road",too little,too much,too little,too much,too little,too much,too much,too much,too little,too high,oppose,iap,catholic,very happy,good,26,3,favor,not wrong at all,not wrong at all,agree,yes,"yes, respondent does",never,2,voted,trump,disagree,rarely,sometimes,often,5
2024,2899,working full time,40,someone else,married,3,2,60,23,2 years of college,high school,iap,male,black,"in a small city or town (under 50,000)",west,different state,both own parents,below average,yes,none,iap,iap,iap,iap,3,3 or more,"$25,000 or more",west,did not vote,iap,extremely liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,should be legal,none,not too happy,fair,52,2,favor,not wrong at all,not wrong at all,strongly agree,iap,iap,never,1,did not vote,iap,iap,iap,iap,iap,iap
2024,2900,working full time,70,someone else,married,6 or more,6,42,18,2 years of college,high school,iap,male,other,"in a small city or town (under 50,000)",west,different state,mother only,below average,yes,one,1,0,0,0,1 adult in household,1,"$25,000 or more",west,voted,trump,don't know,too little,too little,too little,don't know,too little,too little,too little,too little,too little,too high,oppose,should be legal,christian,very happy,good,52,iap,iap,iap,iap,iap,yes,"yes, respondent does",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2901,"unemployed, laid off, looking for work",iap,someone else,never married,2,0,55,iap,8 or more years of college,bachelor's,criminal justice and fire protection,male,other,"in a large city (over 250,000)",west,different state,both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,3 or more,"$25,000 or more",west,voted,clinton,slightly liberal,iap,iap,iap,iap,iap,iap,iap,about right,about right,iap,iap,iap,protestant,very happy,excellent,7,3,favor,not wrong at all,always wrong,strongly disagree,iap,iap,every day,12,voted,biden,iap,iap,iap,iap,iap
2024,2902,retired,iap,someone else,divorced,4,2,56,28,12th grade,high school,iap,male,white,in a suburb near a large city,west,different state,father and stepparent,average,yes,don't know,2,0,0,0,2,0,"$25,000 or more",west,don't know,iap,slightly liberal,too little,too little,too little,too little,too little,too little,too little,too little,too little,too high,favor,iap,none,pretty happy,fair,50,1,favor,not wrong at all,not wrong at all,agree,yes,"no, neither r nor spouse hunts",never,10,skipped on web,skipped on web,disagree,sometimes,often,very often,1
2024,2903,working part time,30,someone else,married,5,2,35,27,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",foreign,different state,both own parents,below average,yes,four,iap,iap,iap,iap,2,3 or more,"$20,000 to $24,999",west,ineligible,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,oppose,iap,catholic,very happy,good,48,2,oppose,wrong only sometimes,always wrong,strongly agree,yes,"yes, spouse does",every day,1,voted,trump,disagree,often,sometimes,very often,5
2024,2904,keeping house,iap,iap,never married,3,4,22,17 and younger,12th grade,high school,iap,female,white,"in a large city (over 250,000)",west,"same state, same city",father only,average,yes,one,iap,iap,iap,iap,1 adult in household,2,"$25,000 or more",west,ineligible,iap,don't know,iap,iap,iap,iap,iap,iap,iap,too little,don't know,too high,favor,should be legal,catholic,very happy,excellent,26,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2905,keeping house,iap,iap,widowed,4,4,no answer,19,12th grade,high school,iap,female,other,"in a small city or town (under 50,000)",foreign,different state,both own parents,far below average,no,four,1,0,0,0,1 adult in household,0,iap,west,don't know,iap,don't know,too much,too much,don't know,don't know,too much,don't know,don't know,don't know,don't know,too high,oppose,should not be legal,none,very happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,don't know,iap,iap,iap,iap,iap,iap
2024,2906,working full time,54,someone else,divorced,2,3,67,21,2 years of college,associate/junior college,business,female,white,in a suburb near a large city,west,different state,mother and stepparent,average,yes,none,1,0,0,0,2,1,"$25,000 or more",west,voted,clinton,liberal,about right,too little,too little,too little,too little,too little,too little,too little,too little,iap,iap,iap,none,pretty happy,good,52,2,favor,not wrong at all,wrong only sometimes,strongly disagree,iap,iap,never,3,voted,biden,agree,sometimes,rarely,sometimes,no trust at all
2024,2907,retired,iap,someone else,married,2,2,73,22,1 year of college,high school,iap,female,white,"in a small city or town (under 50,000)",west,different state,both own parents,below average,yes,four,2,0,0,0,2,2,refused,west,voted,trump,extremely conservative,don't know,about right,don't know,don't know,don't know,don't know,too little,about right,about right,about right,oppose,don't know,protestant,pretty happy,excellent,none or zero,iap,iap,iap,iap,iap,no,don't know,iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2908,working full time,40,someone else,married,1,2,60,33,3 years of college,high school,iap,female,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,average,yes,one,2,0,0,0,2,2,"$25,000 or more",west,voted,don't know,"moderate, middle of the road",about right,too little,too little,too little,about right,about right,too little,too little,about right,iap,iap,iap,protestant,not too happy,good,52,2,favor,not wrong at all,almost always wrong,agree,iap,iap,never,4,voted,don't know,strongly disagree,can't choose,can't choose,can't choose,don't know
